"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"62",622694,"Hernandez, Elieser","0",,"0.263","0.316","0.214","0.579","0.353","0.286","0.243","5","19","90.4","17.7","2350","87.0","87.35","11","44","18","0.4","6.36","110","153","113","148","298","316","285"
"61",657141,"Yamamoto, Jordan","0",,"0.370","0.037","0.417","0.407","0.341","0.304","0.311","10","27","83.8","13.4","2499","86.4","86.40","3","43","18","0.0","6.39","108","149","111","147","297","319","299"
"60",431148,"Kazmir, Scott","0",,"0.318","0.500","0.267","0.818","0.471","0.445","0.314","7","22","98.1","15.2","2040","89.3","88.81","5","43","17","-0.5","5.87","116","161","117","151","299","323","286"
"60",595918,"Cole, A.J.","0",,"0.211","0.211","0.200","0.421","0.266","0.369","0.289","4","19","93.3","26.6","2304","90.1","90.42","9","43","17","0.3","6.46","106","155","117","150","287","319","283"
"59",502522,"Miller, Justin","0",,"0.450","0.600","0.357","1.050","0.630","0.608","0.446","9","20","92.2","11.5","2352","90.1","90.41","5","37","22","0.3","6.47","109","150","115","147","295","318","295"
"58",543699,"Roark, Tanner","0",,"0.368","0.526","0.286","0.895","0.525","0.562","0.413","7","19","97.0","19.6","2163","85.4","84.89","5","41","17","-0.5","5.90","113","157","119","150","299","323","295"
"57",595345,"Okert, Steven","0",,"0.182","0.136","0.235","0.318","0.211","0.257","0.211","4","22","90.6","30.8","2316","85.7","85.56","7","42","15","-0.1","6.35","110","150","118","146","293","320","286"
"56",541640,"Ramírez, Erasmo","0",,"0.273","0.182","0.250","0.455","0.296","0.236","0.220","6","22","89.8","30.6","2144","89.8","90.34","4","38","18","0.5","6.43","109","156","121","148","299","319","295"
"56",668820,"Kranick, Max","0",,"0.136","0.045","0.167","0.182","0.137","0.190","0.179","3","22","88.5","24.1","2055","91.3","91.92","6","41","15","0.6","6.63","119","153","117","150","299","322","297"
"56",663804,"Kowar, Jackson","0",,"0.550","0.250","0.526","0.800","0.552","0.424","0.371","11","20","96.5","13.9","2225","92.1","91.85","6","42","14","-0.2","6.08","102","154","118","145","302","321","310"
"56",624586,"Hoyt, James","0",,"0.294","0.118","0.313","0.412","0.325","0.292","0.247","5","17","86.0","16.6","2429","85.7","85.91","7","33","23","0.2","6.31","106","157","120","150","305","326","295"
"56",641907,"Murphy, Patrick","0",,"0.316","0.105","0.333","0.421","0.336","0.358","0.346","6","19","92.4","5.1","2104","92.2","92.64","4","34","22","0.4","6.40","107","152","119","144","293","306","286"
"55",573062,"Northcraft, Aaron","0",,"0.250","0.250","0.214","0.500","0.315","0.480","0.399","4","16","96.5","2.1","1909","86.0","84.97","5","39","16","-1.0","5.93","110","150","131","142","290","321","309"
"55",543901,"Weber, Ryan","0",,"0.522","0.609","0.444","1.130","0.663","0.490","0.375","12","23","93.6","4.5","2031","85.4","84.11","6","39","16","-1.3","5.39","108","152","121","147","280","328","304"
"55",669424,"Lambert, Jimmy","0",,"0.389","0.389","0.455","0.778","0.491","0.423","0.341","7","18","93.5","30.0","2095","88.9","88.33","8","39","16","-0.6","5.82","110","150","110","149","296","306","288"
"55",488984,"Hunter, Tommy","0",,"0.182","0.045","0.211","0.227","0.177","0.298","0.287","4","22","86.2","6.0","2515","90.3","88.85","1","38","17","-1.5","6.32","107","150","108","148","294","320","295"
"54",664337,"Yajure, Miguel","0",,"0.182","0.318","0.125","0.500","0.281","0.333","0.260","4","22","85.1","13.5","2347","86.1","86.05","4","32","22","0.0","6.26","113","151","114","151","299","330","294"
"53",664092,"Poppen, Sean","0",,"0.500","0.375","0.500","0.875","0.580","0.501","0.418","8","16","91.1","5.6","2094","89.9","89.64","4","29","24","-0.3","6.17","107","145","121","144","297","318","288"
"52",670550,"Rodriguez, Nivaldo","0",,"0.222","0.389","0.143","0.611","0.362","0.536","0.387","4","18","91.7","-2.2","1969","87.8","86.98","3","33","19","-0.8","5.77","116","157","124","152","293","325","294"
"51",596049,"Morimando, Shawn","0",,"0.333","0.238","0.375","0.571","0.384","0.259","0.220","7","21","89.5","5.5","2303","87.3","87.08","3","35","16","-0.2","6.25","106","149","121","150","300","313","280"
"51",607374,"Tropeano, Nick","0",,"0.333","0.238","0.300","0.571","0.384","0.346","0.328","7","21","87.4","12.7","2073","85.6","84.74","2","34","17","-0.9","5.70","114","154","114","148","295","323","291"
"50",605218,"Edwards Jr., Carl","0",,"0.476","0.571","0.412","1.048","0.606","0.366","0.310","10","21","91.4","21.8","2505","89.5","90.39","7","36","14","0.9","6.64","105","149","120","142","300","312","289"
"50",600921,"Machado, Andres","0",,"0.333","0.167","0.400","0.500","0.356","0.314","0.298","4","12","93.2","15.9","2026","92.7","94.10","6","32","18","1.4","6.87","109","143","110","146","295","317","296"
"49",502042,"Archer, Chris","0",,"0.438","0.125","0.538","0.563","0.432","0.390","0.379","7","16","95.4","18.5","2194","88.8","88.56","8","39","10","-0.2","6.19","104","165","123","148","314","326","300"
"48",547176,"Camarena, Daniel","0",,"0.316","0.158","0.333","0.474","0.339","0.343","0.296","6","19","92.0","18.2","1840","89.1","88.79","4","32","16","-0.3","6.20","107","153","132","143","295","326","318"
"48",642003,"Reed, Cody","0",,"0.100","0.050","0.118","0.150","0.135","0.217","0.201","2","20","87.5","-0.9","2311","90.7","91.28","3","32","16","0.6","6.70","105","155","121","149","300","317","292"
"48",608349,"Knebel, Corey","0",,"0.188","0.063","0.250","0.250","0.189","0.266","0.258","3","16","87.9","-0.7","2612","89.3","89.37","9","31","17","0.1","6.43","116","160","114","149","302","322","293"
"47",656354,"Davis, Austin","0",,"0.133","0.200","0.111","0.333","0.194","0.259","0.197","2","15","77.9","34.1","2196","89.0","88.87","7","30","17","-0.1","6.09","112","157","123","151","296","325","297"
"46",649144,"Wells, Alexander","0",,"0.250","0.000","0.267","0.250","0.221","0.415","0.375","4","16","91.1","17.9","2170","84.7","83.52","3","29","17","-1.2","5.46","106","153","120","147","294","317","287"
"46",671790,"Bolaños, Ronald","0",,"0.250","0.000","0.500","0.250","0.221","0.166","0.173","3","12","88.4","12.8","2350","90.8","91.54","7","30","16","0.7","6.54","109","162","125","149","306","321","307"
"45",527054,"Teheran, Julio","0",,"0.167","0.250","0.111","0.417","0.277","0.575","0.384","2","12","98.5","17.9","2199","87.0","84.98","5","31","14","-2.0","6.35","119","164","125","151","296","335","303"
"44",670970,"Morejon, Adrian","0",,"0.313","0.375","0.273","0.688","0.435","0.374","0.279","5","16","87.4","2.3","2154","92.4","92.48","8","31","13","0.1","6.36","111","152","123","147","307","319","304"
"44",501593,"Avilán, Luis","0",,"0.313","0.188","0.267","0.500","0.329","0.319","0.288","5","16","91.4","16.3","2117","86.0","85.04","4","32","12","-1.0","5.61","110","156","118","151","297","313","296"
"43",667465,"Fletcher, Aaron","0",,"0.429","0.071","0.429","0.500","0.405","0.327","0.332","6","14","95.4","4.2","2123","87.9","87.10","6","29","14","-0.8","5.90","106","151","117","144","303","324","297"
"42",671345,"Foley, Jason","0",,"0.267","0.333","0.231","0.600","0.361","0.317","0.292","4","15","95.0","8.2","2100","93.2","93.75","3","29","13","0.6","6.55","108","155","121","150","303","320","294"
"42",623470,"Newberry, Jake","0",,"0.727","0.727","0.750","1.455","0.917","0.685","0.496","8","11","96.9","17.4","2455","89.4","88.84","5","30","12","-0.6","5.80","103","155","119","144","296","321","297"
"41",605388,"Morgan, Adam","0",,"0.333","0.583","0.250","0.917","0.516","0.405","0.282","4","12","93.6","25.8","2438","87.3","86.47","5","28","13","-0.8","5.63","114","154","113","152","293","314","300"
"41",660813,"Graterol, Brusdar","0",,"0.200","0.133","0.250","0.333","0.226","0.219","0.218","3","15","79.4","-11.5","2164","96.2","95.25","4","25","16","-0.9","5.65","112","153","115","152","303","312","288"
"41",595411,"Sherriff, Ryan","0",,"0.400","0.067","0.462","0.467","0.378","0.326","0.344","6","15","86.9","-1.2","2146","87.9","87.69","4","23","18","-0.2","6.27","105","150","111","149","294","315","293"
"41",663992,"Lovelady, Richard","0",,"0.214","0.429","0.091","0.643","0.353","0.405","0.308","3","14","92.5","10.7","2530","89.6","91.16","4","27","14","1.6","7.04","108","162","124","150","294","324","306"
"40",664129,"Hartlieb, Geoff","0",,"0.231","0.154","0.273","0.385","0.260","0.214","0.219","3","13","89.4","3.2","2365","91.5","91.60","3","25","15","0.1","6.29","121","153","126","149","305","321","291"
"40",621057,"Garza, Justin","0",,"0.133","0.400","0.000","0.533","0.253","0.565","0.390","2","15","99.3","21.4","2243","93.2","92.70","7","26","14","-0.5","6.02","116","154","128","151","293","316","293"
"40",622256,"Weigel, Patrick","0",,"0.375","0.375","0.500","0.750","0.474","0.263","0.184","3","8","77.6","31.2","2582","86.3","86.13","3","19","21","-0.2","6.34","110","152","118","149","299","316","290"
"39",595263,"Jannis, Mickey","0",,"0.467","0.733","0.364","1.200","0.690","0.743","0.509","7","15","95.9","28.3","643","78.4","77.36","0","19","20","-1.0","5.85","109","152","127","149","292","318","295"
"39",656730,"Megill, Trevor","0",,"0.500","0.583","0.444","1.083","0.663","0.483","0.376","6","12","91.5","25.5","2521","92.0","92.98","5","25","14","1.0","6.79","109","157","118","150","299","327","298"
"39",571946,"Miller, Shelby","0",,"0.545","0.000","0.545","0.545","0.442","0.323","0.361","6","11","90.1","18.2","2354","91.7","93.12","4","31","8","1.4","7.20","111","147","123","145","299","320","291"
"39",642048,"Saucedo, Tayler","0",,"0.154","0.077","0.182","0.231","0.152","0.159","0.160","2","13","90.0","2.7","2362","89.9","90.28","4","28","11","0.4","6.49","105","149","122","146","289","316","285"
"39",621139,"Kriske, Brooks","0",,"0.467","0.600","0.417","1.067","0.636","0.324","0.248","7","15","92.5","20.5","1793","92.1","92.20","5","31","8","0.1","6.29","109","151","121","145","296","322","290"
"39",592865,"Williams, Taylor","0",,"0.300","0.000","0.300","0.300","0.265","0.413","0.395","3","10","94.2","11.1","2467","91.1","90.77","4","30","9","-0.3","6.12","107","146","123","145","301","319","305"
"39",656803,"Norwood, James","0",,"0.545","0.091","0.600","0.636","0.530","0.565","0.544","6","11","95.5","11.1","1988","95.2","95.64","4","29","10","0.4","6.50","117","150","122","149","300","322","315"
"38",534910,"Hahn, Jesse","0",,"0.417","0.500","0.429","0.917","0.559","0.412","0.334","5","12","99.7","15.6","2469","89.9","87.99","4","24","14","-1.9","6.45","104","155","109","147","289","318","299"
"38",641703,"Honeywell Jr, Brent","0",,"0.267","0.400","0.200","0.667","0.388","0.455","0.332","4","15","94.8","15.3","1956","90.4","90.42","5","29","9","0.0","6.24","100","155","114","147","311","329","299"
"38",519455,"Zimmermann, Jordan","0",,"0.368","0.263","0.333","0.632","0.424","0.459","0.384","7","19","96.0","12.5","2337","86.6","86.26","1","30","8","-0.3","6.01","113","155","122","151","296","317","296"
"38",663959,"Ivey, Tyler","0",,"0.182","0.273","0.125","0.455","0.300","0.445","0.317","2","11","96.6","28.3","2144","85.7","86.09","1","20","18","0.4","6.59","120","167","121","153","301","336","300"
"37",594986,"Ryan, Kyle","0",,"0.429","0.286","0.455","0.714","0.487","0.466","0.432","6","14","99.4","10.8","1823","88.5","74.51","2","20","17","-14.0","6.70","114","154","124","148","292","318","298"
"36",650671,"Quijada, José","0",,"0.300","0.200","0.500","0.500","0.371","0.317","0.217","3","10","91.2","28.2","2345","90.3","90.76","8","26","10","0.5","6.51","111","147","115","150","300","325","300"
"35",663753,"Knehr, Reiss","0",,"0.300","0.200","0.375","0.500","0.339","0.272","0.260","3","10","85.3","26.5","2354","92.2","92.66","8","29","6","0.5","6.66","119","150","120","145","293","319","316"
"35",669618,"Barlow, Joe","0",,"0.143","0.143","0.167","0.286","0.179","0.301","0.300","1","7","87.5","7.5","2194","90.3","89.82","2","25","10","-0.5","5.88","111","158","127","146","298","324","289"
"33",573668,"Minaya, Juan","0",,"0.250","0.583","0.111","0.833","0.442","0.421","0.265","3","12","94.9","15.6","1933","90.9","91.57","4","22","11","0.7","6.55","111","157","117","152","308","333","302"
"33",607468,"Blandino, Alex","0",,"0.300","0.300","0.250","0.600","0.379","0.301","0.260","3","10","90.4","28.4","1929","85.8","81.30","2","21","12","-4.5","5.99","114","147","127","147","294","320","290"
"33",570240,"Peña, Félix","0",,"0.667","0.222","0.750","0.889","0.671","0.429","0.420","6","9","89.9","22.0","2295","87.5","86.82","10","26","7","-0.7","5.87","103","150","111","152","303","326","296"
"32",643327,"Godley, Zack","0",,"0.364","0.545","0.333","0.909","0.485","0.355","0.267","4","11","95.1","13.0","2254","87.2","86.25","6","21","11","-1.0","5.55","105","150","113","145","305","324","295"
"32",665621,"García, Rony","0",,"0.100","0.300","0.000","0.400","0.203","0.399","0.251","1","10","94.4","19.0","2204","88.3","87.66","2","19","13","-0.6","5.80","106","155","121","145","304","327","298"
"32",663378,"Szapucki, Thomas","0",,"0.462","0.615","0.500","1.077","0.640","0.554","0.422","6","13","96.6","10.9","1996","89.7","89.97","6","24","8","0.3","6.31","112","153","118","141","315","326","293"
"32",650347,"Madero, Luís","0",,"0.429","0.643","0.417","1.071","0.613","0.279","0.221","6","14","90.5","35.5","2359","85.5","86.07","2","20","12","0.6","6.79","108","146","114","144","293","314","291"
"30",424144,"Pérez, Oliver","0",,"0.250","0.000","0.333","0.250","0.221","0.183","0.186","3","12","84.4","-6.8","2038","86.0","85.80","1","17","13","-0.2","6.19","113","148","123","147","291","324","297"
"30",571945,"Mikolas, Miles","0",,"0.222","0.000","0.286","0.222","0.196","0.205","0.221","2","9","84.7","3.6","2283","86.0","86.21","1","17","13","0.2","6.47","118","160","122","148","295","318","296"
"30",650911,"Sánchez, Cristopher","0",,"0.300","0.000","0.375","0.300","0.265","0.170","0.183","3","10","82.5","-3.0","2022","90.4","91.56","5","24","6","1.2","6.97","110","158","120","147","287","319","290"
"29",640462,"Puk, A.J.","0",,"0.111","0.000","0.143","0.111","0.098","0.202","0.210","1","9","92.6","8.4","2210","91.4","92.31","3","19","10","0.9","6.90","108","150","137","166","291","323","312"
"29",665733,"Santos, Antonio","0",,"0.200","0.000","0.250","0.200","0.224","0.194","0.153","2","10","82.2","-7.8","2103","92.5","92.80","3","15","14","0.3","6.37","117","152","127","147","305","331","296"
"29",596082,"Reed, Jake","0",,"0.333","0.444","0.333","0.778","0.462","0.422","0.295","3","9","94.5","10.4","2275","82.6","80.72","4","16","13","-1.9","5.13","114","157","112","152","304","321","293"
"28",656981,"Solomon, Peter","0",,"0.125","0.000","0.167","0.125","0.110","0.082","0.091","1","8","84.0","17.2","2204","90.6","90.30","5","17","11","-0.3","6.11","104","149","124","151","290","322","296"
"28",621056,"Wood, Hunter","0",,"0.182","0.364","0.125","0.545","0.273","0.364","0.178","2","11","93.1","28.4","2456","85.8","84.80","5","20","8","-1.0","5.75","117","160","122","150","295","332","297"
"27",656970,"Smeltzer, Devin","0",,"0.000","0.000","0.000","0.000","0.000","0.205","0.205","0","12","92.9","13.7","1960","82.4","82.08","4","21","6","-0.3","6.01","104","160","113","151","300","326","297"
"27",624418,"Castellani, Ryan","0",,"0.455","0.455","0.444","0.909","0.572","0.517","0.377","5","11","95.2","17.3","2292","85.7","86.69","1","21","6","1.0","6.58","111","155","115","144","305","331","304"
"27",681806,"Wantz, Andrew","0",,"0.125","0.000","0.167","0.125","0.110","0.252","0.250","1","8","86.6","33.2","2276","90.5","90.43","6","22","5","-0.1","6.17","118","159","116","149","305","328","294"
"27",502154,"Britton, Zack","0",,"0.222","0.444","0.143","0.667","0.364","0.408","0.252","2","9","92.2","10.4","1978","92.0","91.19","4","21","6","-0.8","5.64","114","153","114","149","295","321","283"
"24",628345,"Nunez, Darien","0",,"0.300","0.400","0.333","0.700","0.416","0.099","0.098","3","10","82.5","0.4","2074","88.3","87.99","7","19","5","-0.3","5.87","114","151","110","149","294","313","292"
"24",656725,"McRae, Alex","0",,"0.400","0.000","0.400","0.400","0.353","0.495","0.393","2","5","90.0","34.2","2012","91.0","91.23","3","17","7","0.2","6.38","103","146","120","147","292","315","294"
"24",519299,"Sogard, Eric","0",,"0.417","0.333","0.364","0.750","0.494","0.465","0.357","5","12","95.2","27.8","1650","67.5","65.41","0","18","6","-2.1","4.49","117","153","136","150","306","324","308"
"24",625643,"López, Reynaldo","0",,"0.143","0.000","0.167","0.143","0.126","0.303","0.282","1","7","83.9","22.7","2254","89.5","89.64","2","19","5","0.1","6.18","117","164","128","153","301","326","296"
"24",622492,"Mella, Keury","0",,"0.667","0.778","0.667","1.444","0.884","0.589","0.489","6","9","93.8","24.6","2144","91.2","92.14","3","18","6","0.9","6.66","112","151","117","152","304","322","294"
"24",592464,"Kickham, Mike","0",,"0.556","0.444","0.571","1.000","0.659","0.282","0.273","5","9","97.5","17.5","2404","83.0","82.85","4","19","5","-0.1","6.08","115","151","124","151","302","322","291"
"24",664852,"Flaa, Jay","0",,"0.250","0.750","0.000","1.000","0.507","0.360","0.204","2","8","94.9","35.4","1775","90.0","88.88","5","17","7","-1.1","5.88","107","144","123","147","302","319","289"
"24",666168,"Thompson, Mason","0",,"0.500","0.125","0.500","0.625","0.488","0.307","0.310","4","8","88.6","-8.1","2152","97.9","98.59","2","15","9","0.7","6.69","105","150","126","146","294","319","309"
"24",663878,"Pearson, Nate","0",,"0.333","0.222","0.333","0.556","0.372","0.174","0.175","3","9","93.7","29.2","2135","92.3","92.79","1","13","11","0.5","6.71","105","152","130","145","286","322","284"
"24",642758,"Acevedo, Domingo","0",,"0.375","0.750","0.167","1.125","0.617","0.425","0.276","3","8","85.5","16.0","2065","88.9","88.23","4","20","4","-0.7","5.74","106","151","117","149","292","327","295"
"23",606625,"Moronta, Reyes","0",,"0.091","0.273","0.000","0.364","0.184","0.283","0.201","1","11","81.8","6.4","2291","87.4","83.97","0","17","6","-3.4","6.45","117","164","119","151","304","324","298"
"23",592831,"Wade, Konner","0",,"0.545","0.364","0.556","0.909","0.619","0.350","0.318","6","11","95.9","15.2","2014","87.2","86.19","4","21","2","-1.0","5.24","101","147","117","138","301","309","284"
"23",660825,"Bazardo, Eduard","0",,"0.200","0.200","0.200","0.400","0.250","0.249","0.132","1","5","84.9","34.6","2502","85.6","84.71","0","13","10","-0.9","5.68","120","161","124","151","291","324","298"
"23",623354,"Zamora, Daniel","0",,"0.222","0.444","0.143","0.667","0.364","0.280","0.255","2","9","90.7","3.8","2667","80.3","80.38","1","12","11","0.1","6.49","117","150","117","150","295","317","289"
"22",456713,"Bush, Matt","0",,"0.333","1.000","0.000","1.333","0.676","0.428","0.256","3","9","92.3","32.8","2627","92.0","91.58","2","17","5","-0.4","6.09","117","155","121","149","296","325","292"
"22",597113,"Johnson, DJ","0",,"0.286","0.429","0.333","0.714","0.416","0.438","0.301","2","7","92.6","23.0","2459","88.9","89.13","7","14","8","0.2","6.84","127","156","139","155","294","319","306"
"22",605276,"Hess, David","0",,"0.273","0.455","0.200","0.727","0.348","0.394","0.242","3","11","97.2","32.9","2241","88.6","87.68","4","19","3","-0.9","5.86","106","149","115","146","299","315","286"
"20",593619,"Tapia, Domingo","0",,"0.333","0.000","0.375","0.333","0.295","0.364","0.369","3","9","99.1","4.1","2184","97.4","91.84","3","16","4","-5.6","5.94","118","156","127","150","304","325","299"
"20",676755,"Mattson, Isaac","0",,"0.200","0.200","0.200","0.400","0.250","0.746","0.432","1","5","101.5","33.4","2149","91.0","91.56","3","14","6","0.6","6.77","112","148","116","150","303","322","296"
"19",605240,"Fry, Jace","0",,"0.333","0.500","0.333","0.833","0.485","0.240","0.202","2","6","83.6","-13.3","2317","86.8","85.55","2","11","8","-1.3","5.55","104","148","114","148","304","321","294"
"19",670456,"Hammer, JD","0",,"0.200","0.000","0.250","0.200","0.177","0.364","0.326","1","5","95.7","15.3","2369","91.9","91.40","0","9","10","-0.5","6.01","115","150","117","148","286","317","299"
"19",676879,"Ashby, Aaron","0",,"0.571","0.000","0.571","0.571","0.505","0.348","0.369","4","7","86.0","-9.7","1864","96.1","94.61","1","11","8","-1.5","5.27","97","141","109","138","297","316","289"
"19",657610,"Hildenberger, Trevor","0",,"0.250","0.750","0.000","1.000","0.507","0.577","0.311","1","4","97.0","18.7","2133","84.5","83.25","0","11","8","-1.2","5.53","111","157","124","150","295","325","299"
"19",592165,"Brennan, Brandon","0",,"0.429","0.000","0.429","0.429","0.418","0.363","0.317","3","7","91.6","-6.1","2110","91.8","90.61","3","14","5","-1.2","5.50","105","147","112","147","284","323","302"
"19",657240,"Merryweather, Julian","0",,"0.167","0.000","0.250","0.167","0.147","0.344","0.351","1","6","84.2","31.8","2258","94.1","94.52","1","13","6","0.4","6.68","106","152","139","144","291","318","276"
"18",543456,"Lobstein, Kyle","0",,"0.333","0.500","0.250","0.833","0.485","0.363","0.236","2","6","93.5","4.8","2053","89.2","88.72","2","13","5","-0.5","5.86","111","159","123","152","300","328","302"
"18",663366,"Burrows, Beau","0",,"0.200","0.000","0.333","0.200","0.177","0.216","0.186","1","5","97.3","25.7","2209","93.6","92.46","3","12","6","-1.1","5.64","110","149","124","148","299","326","280"
"18",467008,"Strop, Pedro","0",,"0.500","0.000","0.667","0.500","0.442","0.375","0.392","2","4","89.6","3.3","2358","87.7","88.35","3","9","9","0.7","6.56","107","155","112","148","301","335","302"
"17",670057,"Hartman, Ryan","0",,"0.250","0.375","0.200","0.625","0.364","0.316","0.217","2","8","93.5","29.2","1883","86.9","87.51","3","12","5","0.6","6.81","104","155","123","151","282","326","291"
"17",444482,"Peralta, David","0",,"0.500","0.167","0.500","0.667","0.503","0.437","0.426","3","6","95.8","10.5","1641","64.5","63.32","1","12","5","-1.2","5.28","118","151","122","154","317","335","301"
"16",621078,"Lail, Brady","0",,"0.429","0.429","0.400","0.857","0.542","0.358","0.216","3","7","92.1","20.3","2447","88.2","87.68","3","11","5","-0.5","5.91","112","151","110","148","304","323","299"
"16",472610,"García, Luis","0",,"0.800","0.000","0.800","0.800","0.707","0.592","0.617","4","5","93.5","6.6","2131","92.9","93.84","3","11","5","0.9","6.74","102","149","114","147","297","324","295"
"16",594694,"Difo, Wilmer","0",,"0.800","1.000","0.750","1.800","1.083","0.657","0.495","4","5","86.8","25.8","2111","83.6","82.24","1","12","4","-1.4","5.28","112","151","131","145","318","330","297"
"15",666619,"Santos, Gregory","0",,"0.500","0.750","0.500","1.250","0.728","0.376","0.345","2","4","106.6","-1.3","2435","91.7","92.25","1","8","7","0.6","6.41","113","152","107","149","302","318","289"
"15",571871,"Krol, Ian","0",,"0.250","0.000","0.250","0.250","0.177","0.100","0.080","1","4","96.1","32.5","2352","88.4","87.61","1","9","6","-0.8","5.78","107","147","113","143","291","318","302"
"14",596825,"García, Robel","0",,"0.667","1.167","0.500","1.833","1.032","0.464","0.381","4","6","93.1","27.2","1982","79.9","77.66","0","9","5","-2.2","4.75","117","156","123","150","294","328","288"
"14",606213,"Mercedes, Yermín","0",,"0.333","0.000","0.333","0.333","0.295","0.703","0.653","1","3","97.8","21.0","1965","77.3","75.60","1","7","7","-1.7","4.71","124","146","124","152","279","326","305"
"13",656186,"Altavilla, Dan","0",,"0.250","0.750","0.000","1.000","0.507","0.565","0.323","1","4","88.1","36.3","2407","93.8","92.52","0","9","4","-1.3","5.69","128","156","117","151","297","315","304"
"13",491703,"Feliz, Neftalí","0",,"1.000","1.333","1.000","2.333","1.387","0.802","0.632","3","3","100.7","17.3","2326","91.6","91.82","1","11","2","0.2","6.28","106","152","111","147","293","324","300"
"13",542992,"Burns, Andy","0",,"0.500","0.667","0.500","1.167","0.694","0.609","0.498","3","6","90.5","3.2","1831","75.4","74.98","1","8","5","-0.4","5.78","118","160","131","152","297","314","301"
"13",605612,"Castro, Harold","0",,"0.000","0.000","0.000","0.000","0.000","0.256","0.187","0","8","92.5","28.5","1857","70.3","68.79","0","10","3","-1.5","4.92","115","154","135","150","305","331","301"
"12",543351,"Jackson, Jay","0",,"0.000","0.000","0.000","0.000","0.000","0.055","0.058","0","4","90.7","11.5","2340","89.4","89.62","0","3","9","0.2","6.28","96","150","110","147","299","315","303"
"12",573131,"Ruf, Darin","0",,"0.600","0.400","0.500","1.000","0.564","0.462","0.377","3","5","93.3","25.5","1876","75.4","74.50","0","9","3","-0.9","5.28","114","150","127","150","306","329","292"
"12",668670,"Rogers, Jake","0",,"0.400","0.200","0.400","0.600","0.427","0.503","0.360","2","5","80.0","10.8","1764","75.4","74.61","1","8","4","-0.8","5.30","115","159","134","153","300","321","302"
"12",553902,"Astudillo, Willians","0",,"0.200","0.600","0.000","0.800","0.406","0.624","0.435","1","5","86.4","21.4","1436","55.9","43.58","1","6","6","-12.3","4.72","108","156","124","148","309","327","306"
"11",667373,"Rondón, Angel","0",,"0.250","0.000","0.250","0.250","0.221","0.215","0.217","1","4","82.0","35.8","1982","86.6","88.12","0","8","3","1.5","7.08","111","153","132","149","296","314","310"
"11",572761,"Carpenter, Matt","0",,"0.333","0.000","0.333","0.333","0.295","0.347","0.350","1","3","79.8","38.0","1654","60.2","58.81","0","6","5","-1.4","5.10","122","163","131","151","294","317","297"
"11",621532,"Bemboom, Anthony","0",,"0.400","0.800","0.250","1.200","0.656","0.357","0.325","2","5","93.7","13.6","1521","61.2","59.63","0","7","4","-1.6","4.90","126","158","131","152","283","332","303"
"11",546991,"Almora Jr., Albert","0",,"0.250","0.750","0.000","1.000","0.507","0.718","0.439","1","4","97.4","13.3","1707","70.1","68.69","1","10","1","-1.4","4.96","113","152","118","140","325","340","303"
"11",605155,"Brewer, Colten","0",,"0.800","0.000","0.800","0.800","0.707","0.445","0.435","4","5","88.1","-7.6","2364","91.6","91.27","0","8","3","-0.3","6.14","105","155","119","148","297","342","286"
"11",600887,"Del Pozo, Miguel","0",,"0.750","0.250","0.750","1.000","0.754","0.484","0.496","3","4","90.6","17.0","2251","87.1","86.55","1","9","2","-0.6","5.64","105","150","130","148","295","322","297"
"9",661440,"Llovera, Mauricio","0",,"0.250","0.000","0.333","0.250","0.221","0.276","0.267","1","4","92.3","23.3","1997","92.0","92.01","0","4","5","0.0","6.19","125","154","119","150","293","325","288"
"9",664789,"Tom, Ka'ai","0",,"0.333","0.000","0.333","0.333","0.295","0.094","0.098","1","3","68.9","24.3","1837","70.1","69.34","1","6","3","-0.8","5.42","118","153","139","171","299","323","297"
"9",572020,"Paxton, James","0",,"0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"2182","91.0","90.94","1","6","3","-0.1","6.36","110","155","121","147","300","316","293"
"9",595881,"Beede, Tyler","0",,"0.333","0.667","0.500","1.000","0.527","0.227","0.185","1","3","97.6","1.5","1997","92.4","92.93","2","6","3","0.5","6.41","108","148","113","145","291","313","287"
"9",475054,"Roe, Chaz","0",,"1.000","2.000","1.000","3.000","1.581","1.700","0.933","1","1","108.6","22.0","2647","86.7","77.71","0","6","3","-9.0","6.38","114","152","111","152","317","322","286"
"8",657697,"Nittoli, Vinny","0",,"0.333","1.000","0.000","1.333","0.676","0.784","0.424","1","3","104.2","15.3","2374","92.6","93.90","2","6","2","1.3","6.86","99","150","116","145","294","306","281"
"8",624414,"Arroyo, Christian","0",,"0.250","0.750","0.000","1.000","0.507","0.567","0.294","1","4","95.8","23.0","1884","77.1","75.18","0","6","2","-1.9","4.75","116","154","140","150","276","326","306"
"8",502210,"Reddick, Josh","0",,"0.667","1.333","0.500","2.000","1.093","0.834","0.605","2","3","94.0","24.7","1170","62.9","61.51","0","5","3","-1.4","4.93","119","152","120","149","287","319","290"
